id,asset_bundle,created_date,closing_date,closing_extendable,expiration_time,listing_time,order_hash,metadata,exchange,maker,taker,current_price,current_bounty,bounty_multiple,maker_relayer_fee,taker_relayer_fee,maker_protocol_fee,taker_protocol_fee,maker_referrer_fee,fee_recipient,fee_method,side,sale_kind,target,how_to_call,calldata,replacement_pattern,static_target,static_extradata,payment_token,payment_token_contract,base_price,extra,quantity,salt,v,r,s,approved_on_chain,cancelled,finalized,marked_invalid,prefixed_hash,asset_unique_id,number_sales,creator_fee,description,external_link,image_url,animation_url
1395859677,,2021-10-29T22:13:14.792998,,False,0,1635545490,0x46e07fc02c791406d1c57762d678e77f7e5f6b0d38489b073aef0c68612b424a,"{'asset': {'id': '31099597983978535701513275761205732054575356287710398917898860840874456121345', 'address': '0x495f947276749ce646f68ac8c248420045cb7b5e', 'quantity': '1'}, 'schema': 'ERC1155'}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': {'username': 'BoredHuskyClub'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/33.png', 'address': '0x44c1bfa942c356fb22f9d36e414bcad8430c4f34', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",80000000000000000,800000000000000,0.01,950,0,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,1,0,0x495f947276749ce646f68ac8c248420045cb7b5e,0,0xf242432a00000000000000000000000044c1bfa942c356fb22f9d36e414bcad8430c4f34000000000000000000000000000000000000000000000000000000000000000044c1bfa942c356fb22f9d36e414bcad8430c4f3400000000000bd40000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000a00000000000000000000000000000000000000000000000000000000000000000,0x000000000000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0x0000000000000000000000000000000000000000,"{'id': 1, 'symbol': 'ETH', 'address': '0x0000000000000000000000000000000000000000', 'image_url': 'https://storage.opensea.io/files/6f8e2979d428180222796ff4a33ab929.svg', 'name': 'Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4299.579999999999927000'}",80000000000000000,0,1,33888086078264306814878787046466019786268086542096139132722705389927242003155,27.0,0xcbd17966961cc7f6e4e209927d21de11b4121bcb559db4c35cd23c66d9a9bea1,0x160559abefdab891e49b1e406486a8c68f75fec4c8fd8e712d0ec5ed1b4853d0,False,False,False,False,0x6da601725b9ebc56bf06d18e4afbf46a243c3e51b931f55a4f1f1072bdc4150c,31099597983978535701513275761205732054575356287710398917898860840874456121345-0x495f947276749ce646f68ac8c248420045cb7b5e,0,250,,,https://lh3.googleusercontent.com/azv58Fx6yjKycIsbvGn4IaPfO26bsSKfkFEe6oAYK22AgX5IeCfd1y0WzipbNRd2IW8kadDnX9t7lIdWH9RcXDRCsODA2flpQPUWivU,
1395859637,,2021-10-29T22:13:14.454385,2022-04-29T22:12:29,False,1651270349,1635545456,0x33f687389d44fc8e0f7889b74408d987b85549608336ab8c7efa9dbdf81aac58,"{'asset': {'id': '57721347646148283589889412520393533985116851277819791120010846033168490823681', 'address': '0x495f947276749ce646f68ac8c248420045cb7b5e', 'quantity': '1'}, 'schema': 'ERC1155'}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': {'username': 'doubleomigs'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/12.png', 'address': '0x7f9d2001268dcde23fddfd482b77296bc9c8a45a', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",15000000000000000.00000000000,150000000000000,0.01,1250,0,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,1,0,0x495f947276749ce646f68ac8c248420045cb7b5e,0,0xf242432a0000000000000000000000007f9d2001268dcde23fddfd482b77296bc9c8a45a00000000000000000000000000000000000000000000000000000000000000007f9d2001268dcde23fddfd482b77296bc9c8a45a0000000000000e0000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000a00000000000000000000000000000000000000000000000000000000000000000,0x000000000000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0x0000000000000000000000000000000000000000,"{'id': 1, 'symbol': 'ETH', 'address': '0x0000000000000000000000000000000000000000', 'image_url': 'https://storage.opensea.io/files/6f8e2979d428180222796ff4a33ab929.svg', 'name': 'Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4299.579999999999927000'}",15000000000000000,0,1,22793421502952540337446707800286628900445035528122439094461438257045568788219,28.0,0x86e441039972bae3f572e9978f29f2905740582406305482f61b93431b71689c,0x67ac9af50c52ad4b46b430cdbca202c314dbb6b9ddec6681cfdc5c5244680a18,False,False,False,False,0x9fb87ea5a24de288f34beff799d37c98572180da66d22458ac967c6330bc201a,57721347646148283589889412520393533985116851277819791120010846033168490823681-0x495f947276749ce646f68ac8c248420045cb7b5e,0,250,"Luminescence is spontaneous emission of light by a substance not resulting from heat; or ""cold light"". It is thus a form of cold-body radiation. It can be caused by chemical reactions, electrical energy, subatomic motions or stress on a crystal. (wikipedia) Ink exploration. Digital output. All 1/1 Collection of 30 total",,https://lh3.googleusercontent.com/l__UETGqnKRfim9v1QovFCoJH1pLZnY8i4pju2u3wDOzKv2UdXADM_rDmzKGeMkAhM6JCMjYCjkHwTbp1-CSZlFxLEx_jmAeK6os,
1395859595,,2021-10-29T22:13:14.198053,2022-04-08T18:20:12,False,1649442012,1635545474,0x6008c973a098624397995d2d221701f8ac2dddb1c00578fffe598da4417040be,"{'asset': {'id': '7536', 'address': '0x97e41d5ce9c8cb1f83947ef82a86e345aed673f3'}, 'schema': 'ERC721'}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': {'username': 'dyemare'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/15.png', 'address': '0xb51f04bfcaa67ba1e3c99673186e3e965c4704fb', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",198900000000000000.0000000000,1989000000000000,0.01,750,0,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,1,0,0x97e41d5ce9c8cb1f83947ef82a86e345aed673f3,0,0x23b872dd000000000000000000000000b51f04bfcaa67ba1e3c99673186e3e965c4704fb00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001d70,0x000000000000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0x0000000000000000000000000000000000000000,"{'id': 1, 'symbol': 'ETH', 'address': '0x0000000000000000000000000000000000000000', 'image_url': 'https://storage.opensea.io/files/6f8e2979d428180222796ff4a33ab929.svg', 'name': 'Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4299.579999999999927000'}",198900000000000000,0,1,6508635548442896044747196322293801654736601418010415078734154576149629620476,27.0,0x4ac23d29547642efe4df9cca2b68119734db8b49ac989cd570f7575e8ea206d4,0x5275050486a60574bb28fadb0410a4a7c0fc66738e9c6d6350edd59eb782e2a1,False,False,False,False,0xff5cc229f9b43bafd2f283998c05cbb562c8f18afb730aeb9df6dc35b12e49b3,7536-0x97e41d5ce9c8cb1f83947ef82a86e345aed673f3,1,750,,,https://lh3.googleusercontent.com/neXfrDVmKJxOUDwxnnwWWSomRXtyZAWMQPtz6NcfXG11qt-n0-2LalDANwOqHVKwQbuTfYMOp3Q7ynEHABB-fc_VuWpdEfpyD-PGAQ,
1395859594,,2021-10-29T22:13:14.195537,2022-12-20T13:12:55,False,1671541975,1635545478,0x012aa43c49a938a346fc4cc9fba34bf4adb8721200f5ef0df19b874582776ba0,"{'asset': {'id': '5270', 'address': '0x79da5fa272e8fb280cee4d0649aa6a9e4e62ceb0'}, 'schema': 'ERC721', 'referrerAddress': 'UberBot5'}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': {'username': None}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x649b6d5914c6ec90e01b8a717249ccd1a650c30a', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",320000.000000000000000000,3200,0.01,0,750,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,0,0,0x79da5fa272e8fb280cee4d0649aa6a9e4e62ceb0,0,0x23b872dd0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000649b6d5914c6ec90e01b8a717249ccd1a650c30a0000000000000000000000000000000000000000000000000000000000001496,0x00000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"{'id': 7, 'symbol': 'USDC', 'address': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'image_url': 'https://storage.opensea.io/files/749015f009a66abcb3bbb3502ae2f1ce.svg', 'name': 'USD Coin', 'decimals': 6, 'eth_price': '0.000551436563967', 'usd_price': '1.000000000000000000'}",320000,0,1,19108881346923482653270301187360390699288534616020222676728813540821871601,27.0,0x693f3cb0c2bb5c3f5623d2a1020f967218f00272f1fead57c9a5a206f8e75dd8,0x3ce9e7bf89a6ebbff966b0ec8143d63432dbc892962328fa4227a99ed8709fd4,False,False,False,False,0x0065231d2c84926bd842cae97e6d2d81aa76a9e1510f7d41860830ddfefd8994,5270-0x79da5fa272e8fb280cee4d0649aa6a9e4e62ceb0,1,750,,,https://lh3.googleusercontent.com/hqRn6hcyhUMGr71_NuHPdsYF7wJpy3a7vDNAkmtJ0so-IpReXfLr4NrK--XUJj-MDoL9DO-9Hc8S5A-txRhAMRGzMQyqFLC2kUaz,
1395859485,,2021-10-29T22:13:13.661339,2021-11-05T22:13:11,False,1636150391,1635545492,0x54e3ef68926c30caa40c3e4cef66fcc986d95c06475be0aca20a96107405394c,"{'asset': {'id': '123708', 'address': '0x50f5474724e0ee42d9a4e711ccfb275809fd6d4a'}, 'schema': 'ERC721'}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': {'username': 'Spoutnik'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/26.png', 'address': '0x95f5227d51508fcdb2e1dcc1f72ab1b4d0b5dc18', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",310000000000000000.0000000000,3100000000000000,0.01,0,750,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,0,0,0x50f5474724e0ee42d9a4e711ccfb275809fd6d4a,0,0x23b872dd000000000000000000000000000000000000000000000000000000000000000000000000000000000000000095f5227d51508fcdb2e1dcc1f72ab1b4d0b5dc18000000000000000000000000000000000000000000000000000000000001e33c,0x00000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4304.949999999999818000'}",310000000000000000,0,1,8250809861448891366447222681637586660159813947360714160960595271903720844823,27.0,0x2fbbecdfde0e052d45e1c963329df6afce4f84a184b50e994a24be4e4abebe4e,0x1fca3adb58bc37e9574025b649adfe5e9590b6a1bc8e3fd180c52e63a1ab8c8e,False,False,False,False,0x4a6b94f3523697779a5082297abe87ba466d6c0c257c4d053a4b5eee74be5588,123708-0x50f5474724e0ee42d9a4e711ccfb275809fd6d4a,0,750,"A LAND is a digital piece of real estate in The Sandbox metaverse that players can buy to build experiences on top of. Once you own a LAND, you will be able to populate it with Games and Assets. Each LAND is a unique (non-fungible) token lying on the public Ethereum blockchain (ERC-721).",https://www.sandbox.game/en/lands/5955efcf-caf8-42cd-8641-75c34eabd609/,https://lh3.googleusercontent.com/zcA-kxo1pa-DmR43Mrwf4RVjelIrHu_ThDdzq17TtDZ1lmk4yU_jS8TFxyGhGLRTn8saw6cq95fulcf7css1MAoVlhdfTRNA1Yls2oA,
1395859440,,2021-10-29T22:13:13.342329,2022-04-29T22:12:43,False,1651270363,1635545477,0x6fdd2b5053bd373bda33b848053035b43df9991e29159588515f46662ed56527,"{'asset': {'id': '85369772806116329316867770407265303728214809012698169224629724293999385116673', 'address': '0x495f947276749ce646f68ac8c248420045cb7b5e', 'quantity': '1'}, 'schema': 'ERC1155'}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': {'username': 'ProjectImber'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/20.png', 'address': '0xbcbd943fc099a6d3bb74be7c31c8859335ad5374', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",20000000000000000.00000000000,200000000000000,0.01,450,0,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,1,0,0x495f947276749ce646f68ac8c248420045cb7b5e,0,0xf242432a000000000000000000000000bcbd943fc099a6d3bb74be7c31c8859335ad53740000000000000000000000000000000000000000000000000000000000000000bcbd943fc099a6d3bb74be7c31c8859335ad5374000000000035620000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000a00000000000000000000000000000000000000000000000000000000000000000,0x000000000000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0x0000000000000000000000000000000000000000,"{'id': 1, 'symbol': 'ETH', 'address': '0x0000000000000000000000000000000000000000', 'image_url': 'https://storage.opensea.io/files/6f8e2979d428180222796ff4a33ab929.svg', 'name': 'Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4299.579999999999927000'}",20000000000000000,0,1,15217022073628233994503664529160385463990092650557490864752082294359744465030,28.0,0xda785f47f747e9e92cec92048ab1c6e4f106ea017d80fc7a8a02da8cd11c41e1,0x5b76858ef515805543213b3b2428ec4eb5a64ffb9164e6eabd5e451840f7613d,False,False,False,False,0xc44b19e992a29298b8006d130ccf490499d9ef0a53ae00a9877161af373065c7,85369772806116329316867770407265303728214809012698169224629724293999385116673-0x495f947276749ce646f68ac8c248420045cb7b5e,0,250,"No, this elf won't date you. Try going to the next elf.",,https://lh3.googleusercontent.com/VLwfIX8LoHuyrkUoAjJyI7KAWC4oja8RkL0AZlmgiMw_sYiAAAfw7_Sd0OdFGBHvbWqzdAJcHIdrHYoNsKrXC4yPVDuLO-d4GuH9,
1395859433,,2021-10-29T22:13:13.282456,,False,0,1635545492,0x303557c8c6d3f4a2b3a8efddb5e3a5ebb3d1efde751808c8ceecafa13d7879dd,"{'asset': {'id': '2427', 'address': '0x359fb071477a9ad82835768f5ce9a29a0e5c1575', 'quantity': '1'}, 'schema': 'ERC1155'}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': {'username': None}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/7.png', 'address': '0x31cf9ee05c444f2bf9a4892f82de1763abc9ab5b', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",20000000000000000,200000000000000,0.01,1250,0,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,1,0,0x359fb071477a9ad82835768f5ce9a29a0e5c1575,0,0xf242432a00000000000000000000000031cf9ee05c444f2bf9a4892f82de1763abc9ab5b0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000097b000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000a00000000000000000000000000000000000000000000000000000000000000000,0x000000000000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0x0000000000000000000000000000000000000000,"{'id': 1, 'symbol': 'ETH', 'address': '0x0000000000000000000000000000000000000000', 'image_url': 'https://storage.opensea.io/files/6f8e2979d428180222796ff4a33ab929.svg', 'name': 'Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4299.579999999999927000'}",20000000000000000,0,1,96089105641090626211982805107449762341025400518274217850597814753975804488391,27.0,0x41307c386666d8f6ce9792129054d6b509f4ea15a0132551461ad9c42c637226,0x7ad38dc2a4f7a0686b284d022a3a6c7598330b06952f69a810165896d858ea06,False,False,False,False,0xe225fa6bdd5c247f8a46d6f9590b968835e509da1fc15cded7197c3d3bf88df7,2427-0x359fb071477a9ad82835768f5ce9a29a0e5c1575,0,1250,,,,
1395859423,,2021-10-29T22:13:13.230929,,False,0,1635545491,0x9fef11e499b4b501cf67dd74b62881a91749c9811b4197cd2069acaab2e3a842,"{'asset': {'id': '29405682199815883508785893537240972818884701651090313034871377449369949175809', 'address': '0x495f947276749ce646f68ac8c248420045cb7b5e', 'quantity': '1'}, 'schema': 'ERC1155'}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': {'username': 'Penguin_dummy_club'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/19.png', 'address': '0x410306bccea27ee7363ab8580682bd0ace9d8299', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",30000000000000000,300000000000000,0.01,550,0,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,1,0,0x495f947276749ce646f68ac8c248420045cb7b5e,0,0xf242432a000000000000000000000000410306bccea27ee7363ab8580682bd0ace9d82990000000000000000000000000000000000000000000000000000000000000000410306bccea27ee7363ab8580682bd0ace9d829900000000001cf30000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000a00000000000000000000000000000000000000000000000000000000000000000,0x000000000000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0x0000000000000000000000000000000000000000,"{'id': 1, 'symbol': 'ETH', 'address': '0x0000000000000000000000000000000000000000', 'image_url': 'https://storage.opensea.io/files/6f8e2979d428180222796ff4a33ab929.svg', 'name': 'Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4299.579999999999927000'}",30000000000000000,0,1,69791769110504255870590472702108890083938638093686127180822535346507229826881,27.0,0x356828825417b74728f9df2b644624f61d55f624611dae46c158f27b0c7b6a47,0x6fbe2dde598257fe8b5a7ac42d1f135ca508feae4925ebdc9a11ae25f6af3a27,False,False,False,False,0x7f3720e3152df7758d907746d721112e7640f05464678fe7fbb7447452e20c30,29405682199815883508785893537240972818884701651090313034871377449369949175809-0x495f947276749ce646f68ac8c248420045cb7b5e,0,250,Keep an eye on PenguinDum as the new NFT ITEM blast in 2021.,,https://lh3.googleusercontent.com/XjhLoVfo5OKMfta3-O2kEwoqiNGULewcemlnwpwxvxe0j7439P19iE8lJiVHaD0Kc9EyQVldghnIPuJYKurTSj2aKyEiWLqQyqnYXzE,
1395859374,,2021-10-29T22:13:12.739692,2021-11-05T22:12:46,False,1636150366,1635545477,0x406e3b9a4102176d74984a34134abc990b3cee78f2df8e2d7bfb387b85225600,"{'asset': {'id': '8381', 'address': '0xe4a3cbfa0b27db2def20bfba80905515b0855e54'}, 'schema': 'ERC721', 'referrerAddress': '0x5c5321ae45550685308a405827575e3d6b4a84aa'}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': {'username': 'Paperhandy'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/6.png', 'address': '0xdd1ec48828bf64a65e336ae79280577cda80e145', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",20000000000000000.00000000000,200000000000000,0.01,0,550,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,0,0,0xe4a3cbfa0b27db2def20bfba80905515b0855e54,0,0x23b872dd0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000dd1ec48828bf64a65e336ae79280577cda80e14500000000000000000000000000000000000000000000000000000000000020bd,0x00000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4304.949999999999818000'}",20000000000000000,0,1,209015475724261046758903021392776530957023890629465698486635906080801292291,28.0,0xd11d6ad989457d2fb2785c78f9bb0781301c71494a8037aedf52716669382054,0x488110df45dbd09f38d3695ac787193d04ab7f95acd45ca149018ce7500ad59e,False,False,False,False,0x17f8d39590ee35a95ad585352c92ec718a50ce5e496c37ca67a4f7ec4707d169,8381-0xe4a3cbfa0b27db2def20bfba80905515b0855e54,0,550,"Who doesn't WANNA PANDA? Wanna Panda is a collection of 10,000 NFTs inspired by art, comic and global cultures down to the smallest details.",,https://lh3.googleusercontent.com/TyfjzjL9HTpz7fhaBz-uzI5pzGRo2uJ_VkE2pUItfiqLI6lUF6y7ZC1u1Jg7DXpM6va-I9h97akah3eGXQ9feXR7SRAMovML14y2ag,
1395859320,,2021-10-29T22:13:12.323878,2022-03-28T20:23:00,False,1648498980,1635545485,0x49fef4e024e511cce2e6fa704807cdab0fa03bfcbeeabf00913264e4b9b2f52e,"{'asset': {'id': '5497', 'address': '0xdc0e48bb3c438f4ac932e265abf0e98706261dc9'}, 'schema': 'ERC721'}",0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,"{'user': {'username': 'EyeofTy'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/17.png', 'address': '0xc8c3b0cbdece3596002c731cb2527e176d84b154', 'config': ''}","{'user': {'username': 'NullAddress'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/1.png', 'address': '0x0000000000000000000000000000000000000000', 'config': ''}",32100000000000000.00000000000,321000000000000,0.01,750,0,0,0,0,"{'user': {'username': 'OS-Wallet'}, 'profile_img_url': 'https://storage.googleapis.com/opensea-static/opensea-profile/28.png', 'address': '0x5b3256965e7c3cf26e11fcaf296dfc8807c01073', 'config': 'verified'}",1,1,0,0xdc0e48bb3c438f4ac932e265abf0e98706261dc9,0,0x23b872dd000000000000000000000000c8c3b0cbdece3596002c731cb2527e176d84b15400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001579,0x000000000000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x,0x0000000000000000000000000000000000000000,"{'id': 1, 'symbol': 'ETH', 'address': '0x0000000000000000000000000000000000000000', 'image_url': 'https://storage.opensea.io/files/6f8e2979d428180222796ff4a33ab929.svg', 'name': 'Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4299.579999999999927000'}",32100000000000000,0,1,27484827860429011443688803265636860426869127590898244132903400665654493418021,27.0,0x7c06c855212a3099623028b133056c35e1c429a8d229f69a515a89b55363307b,0x5014c8e564d2cb2b915a9d42fd966bf98c15b3698e1383eb8b89bc685fa8c5cf,False,False,False,False,0xfb693e659cd2d314a74d4b77203a0fa91fdc28ed30a55427c63812ea17f895f8,5497-0xdc0e48bb3c438f4ac932e265abf0e98706261dc9,1,750,"A unique collection of 10,000 Jellyfish NFTs minted on the Ethereum blockchain. Each unique Jelly is randomly generated from a combination of over 100 individually drawn traits, including traits inspired from our team’s favourite shows and characters. Each Deepsea Jelly has a different colour type along with unique eyes, mouth, head, clothes and accessories.",https://www.deepseajelly.io/,https://lh3.googleusercontent.com/sbKoO0lwZPNNii4kQhmf23p756WfQd9G_zfAoK1aG9PIX05blo_yjYq32mfmU6S9j7eTvQhAvHJMrQoTzYUr-CPiG_dhOQZxEffd-A,
